# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 12 04:34:25 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optmagblend: Optical Magnitude Blend Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_teffblend:   Effective Temperature Blend Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_def_reflink: Default Reference
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_def_reflink
3473,WASP-44,b,Transit,1,2.42380390,0.00000870,-0.00000870,0,0.034730,0.000410,-0.000410,0,0.000000,,,0,86.020,1.110,-0.860,0,0.88900,0.06200,-0.06200,0,Mass,1.140,0.110,-0.110,0,0.81100,0.30600,-0.20000,0,0,0,0,0,00h15m36.76s,3.903165,-11d56m17.2s,-11.938115,,,,,12.900,,0,,V (Johnson),,,,5410.00,150.00,,0,,0.95,0.03,,0,,0.93,0.07,,0,,2014-05-14,0.0936000,0.0022000,-0.0022000,0,2455434.376000,0.000400,-0.000400,0,<a href=http://adsabs.harvard.edu/abs/2011arXiv1105.3179A target=ref> Anderson et al. 2011 </a>
3474,WASP-45,b,Transit,1,3.12609600,0.00000490,-0.00000490,0,0.040500,0.001000,-0.001000,0,,,,,84.686,0.098,-0.098,0,1.00200,0.06200,-0.06200,0,Mass,0.992,0.038,-0.038,0,1.27500,0.10200,-0.10200,0,0,0,0,0,00h20m57.00s,5.237497,-35d59m53.7s,-35.998260,,,,,12.000,,0,,V (Johnson),11.948,,0,5100.00,,,0,0,0.90,0.07,-0.07,0,0,0.92,0.02,-0.02,0,0,2015-12-03,,,,,2455441.268700,0.001000,-0.001000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.456..990C target=ref>Ciceri et al. 2016</a>
3475,WASP-46,b,Transit,1,1.43036763,0.00000093,-0.00000093,0,0.023350,0.000720,-0.000720,0,,,,,82.800,0.170,-0.170,0,1.91000,0.13000,-0.13000,0,Mass,1.174,0.037,-0.037,0,1.46700,0.06900,-0.06900,0,0,0,0,0,21h14m56.88s,318.736981,-55d52m18.4s,-55.871780,,,,,12.900,,0,,V (Johnson),,,,5600.00,,,0,0,0.83,0.08,-0.08,0,0,0.86,0.03,-0.03,0,0,2015-12-03,,,,,2455392.316590,0.000580,-0.000580,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.456..990C target=ref>Ciceri et al. 2016</a>
3476,WASP-47,b,Transit,4,4.16071000,0.00038000,-0.00038000,0,0.052000,0.011000,-0.011000,0,0.002800,0.004200,-0.002000,0,89.020,0.170,-0.170,0,1.21000,0.59000,-0.39000,0,Mass,1.150,0.250,-0.250,0,0.98000,0.21000,-0.21000,0,1,0,1,1,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,200.00,30.00,-30.00,0,11.900,,0,,V (Johnson),,,,5576.00,68.00,-68.00,0,0,1.11,0.89,-0.49,0,0,1.16,0.26,-0.26,0,0,2016-12-01,,,,,2456982.978230,0.000320,-0.000320,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...595L...5A target=ref>Almenara et al. 2016</a>
3477,WASP-47,c,Radial Velocity,4,580.70000000,9.60000000,-9.60000000,0,1.410000,0.300000,-0.300000,0,0.360000,0.120000,-0.120000,0,87.000,45.000,-45.000,0,1.57000,1.00000,-0.59000,0,Mass,,,,,,,,,0,0,1,1,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,200.00,30.00,-30.00,0,11.900,,0,,V (Johnson),,,,5576.00,68.00,-68.00,0,0,1.11,0.89,-0.49,0,0,1.16,0.26,-0.26,0,0,2016-12-01,,,,,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...595L...5A target=ref>Almenara et al. 2016</a>
3478,WASP-47,d,Transit,4,9.09500000,0.01400000,-0.01400000,0,0.088000,0.019000,-0.019000,0,0.006000,0.009800,-0.004100,0,89.220,0.130,-0.130,0,0.05286,0.03776,-0.02202,0,Mass,0.331,0.073,-0.073,0,1.80000,0.16000,-0.16000,0,1,0,1,1,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,200.00,30.00,-30.00,0,11.900,,0,,V (Johnson),,,,5576.00,68.00,-68.00,0,0,1.11,0.89,-0.49,0,0,1.16,0.26,-0.26,0,0,2016-12-01,,,,,2456988.375000,0.014000,-0.014000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...595L...5A target=ref>Almenara et al. 2016</a>
3479,WASP-47,e,Transit,4,0.78963600,0.00001700,-0.00001700,0,0.017300,0.003800,-0.003800,0,0.030000,0.036000,-0.020000,0,86.200,2.100,-2.100,0,0.02863,0.01730,-0.01133,0,Mass,0.162,0.036,-0.036,0,8.50000,3.20000,-3.20000,0,0,0,1,1,22h04m48.73s,331.203047,-12d01m08.0s,-12.018885,200.00,30.00,-30.00,0,11.900,,0,,V (Johnson),,,,5576.00,68.00,-68.00,0,0,1.11,0.89,-0.49,0,0,1.16,0.26,-0.26,0,0,2016-12-01,,,,,2456979.764550,0.000940,-0.000940,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016A&A...595L...5A target=ref>Almenara et al. 2016</a>
3480,WASP-48,b,Transit,1,2.14363544,0.00000058,-0.00000058,0,0.033200,0.000780,-0.000780,0,0.000000,,,0,81.990,0.540,-0.540,0,0.90700,0.08500,-0.08500,0,Mass,1.396,0.051,-0.051,0,0.41500,0.04900,-0.04900,0,0,0,0,0,19h24m38.96s,291.162330,+55d28m23.4s,55.473160,,,,,11.720,0.140,0,,V (Johnson),,,,6000.00,150.00,-150.00,0,0,1.06,0.07,-0.07,0,0,1.52,0.05,-0.05,0,0,2015-03-26,,,,,2455364.552410,0.000240,-0.000240,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>
3481,WASP-49,b,Transit,1,2.78173870,0.00000560,-0.00000560,0,0.037900,0.001100,-0.001100,0,0.000000,,,0,84.890,0.190,-0.190,0,0.37800,0.02700,-0.02700,0,Mass,1.115,0.047,-0.047,0,0.36300,0.04000,-0.03500,0,0,0,0,0,06h04m21.46s,91.089427,-16d57m55.1s,-16.965294,170.00,20.00,-20.00,0,11.360,,0,,V (Johnson),,,,5600.00,150.00,,0,,0.94,0.08,,0,,0.98,0.03,,0,,2014-05-14,0.0883200,0.0008000,-0.0008000,0,2455580.594360,0.000290,-0.000290,0,<a href=http://adsabs.harvard.edu/abs/2012A%26A...544A..72L target=ref> Lendl et al. 2012 </a>
3482,WASP-5,b,Transit,1,1.62842790,0.00000220,-0.00000490,0,0.026700,0.001200,-0.000800,0,0.038000,0.026000,-0.018000,0,86.900,2.800,-0.700,0,1.58000,0.13000,-0.10000,0,Mass,1.087,0.068,-0.071,0,1.64000,0.35000,-0.21000,0,0,0,0,1,23h57m23.76s,359.348991,-41d16m37.7s,-41.277149,300.00,50.00,-50.00,0,12.300,,0,,V (Johnson),,,,5700.00,100.00,-100.00,0,0,0.96,0.13,-0.09,0,0,1.03,0.06,-0.07,0,0,2014-10-29,0.0987000,0.0022000,-0.0020000,0,2454373.995980,0.000250,-0.000190,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2009A&A...496..259G target=ref> Gillon et al. 2009 </a>
3483,WASP-50,b,Transit,1,1.95509590,0.00000510,-0.00000510,0,0.029450,0.000850,-0.000850,0,0.009000,0.011000,-0.006000,0,84.740,0.240,-0.240,0,1.46800,0.09100,-0.08600,0,Mass,1.153,0.048,-0.048,0,1.27400,0.12600,-0.10900,0,0,0,0,0,02h54m45.14s,43.688073,-10d53m53.1s,-10.898080,230.00,40.00,-40.00,0,11.600,,0,,V (Johnson),11.458,,0,5400.00,100.00,,0,,0.89,0.08,,0,,0.84,0.03,,0,,2014-05-14,0.0752400,0.0006800,-0.0006800,0,2455558.611970,0.000210,-0.000150,0,<a href=http://adsabs.harvard.edu/abs/2011arXiv1108.2641G target=ref> Gillon et al. 2011 </a>
3484,WASP-52,b,Transit,1,1.74977980,0.00000120,-0.00000120,0,0.027200,0.000300,-0.000300,0,0.000000,,,0,85.350,0.200,-0.200,0,0.46000,0.02000,-0.02000,0,Mass,1.270,0.030,-0.030,0,0.29000,0.03000,-0.03000,0,0,0,0,0,23h13m58.74s,348.494748,+08d45m40.5s,8.761262,140.00,20.00,-20.00,0,12.000,,0,,V (Johnson),,,,5000.00,100.00,-100.00,0,0,0.87,0.03,-0.03,0,0,0.79,0.02,-0.02,0,0,2014-05-14,0.0754000,0.0005000,-0.0005000,0,2455793.681430,0.000090,-0.000090,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A.134H target=ref> Hebrard et al. 2013 </a>
3485,WASP-53,b,Transit,1,3.30984430,0.00000200,-0.00000200,0,0.041010,0.000830,-0.000910,0,0.030000,,,1,87.080,0.160,-0.150,0,2.13200,0.09200,-0.09400,0,Mass,1.074,0.037,-0.037,0,2.28000,0.20000,-0.17000,0,0,0,0,0,02h07m38.21s,31.909203,-20d39m42.6s,-20.661839,,,,,,,,,,,,,4953.00,60.00,-60.00,0,0,0.84,0.05,-0.05,0,0,0.80,0.02,-0.02,0,0,2017-02-02,,,,,2455943.566950,0.000110,-0.000120,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1714T target=ref>Triaud et al. 2017</a>
3486,WASP-53,c,Transit,1,2840.00000000,170.00000000,-130.00000000,-1,3.730000,0.160000,-0.140000,-1,0.836900,0.006900,-0.007000,0,,,,,16.35000,0.85000,-0.82000,-1,Msini,,,,,,,,,0,0,0,0,02h07m38.21s,31.909203,-20d39m42.6s,-20.661839,,,,,,,,,,,,,4953.00,60.00,-60.00,0,0,0.84,0.05,-0.05,0,0,0.80,0.02,-0.02,0,0,2017-02-02,,,,,2455456.000000,11.000000,-13.000000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2017MNRAS.467.1714T target=ref>Triaud et al. 2017</a>
3487,WASP-54,b,Transit,1,3.69364110,0.00000430,-0.00000740,0,0.049870,0.000440,-0.000440,0,0.067000,0.033000,-0.025000,0,84.970,0.630,-0.590,0,0.63600,0.02500,-0.02400,0,Mass,1.653,0.090,-0.083,0,0.18800,0.02900,-0.02500,0,0,0,0,0,13h41m49.03s,205.454308,-00d07m41.1s,-0.128076,200.00,30.00,-30.00,0,10.420,0.060,0,,V (Johnson),,,,6100.00,100.00,-100.00,0,0,1.21,0.03,-0.03,0,0,1.83,0.09,-0.08,0,0,2014-05-14,0.1863000,0.0015000,-0.0018000,0,2455518.350870,0.000490,-0.000560,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..73F target=ref> Faedi et al. 2013 </a>
3488,WASP-55,b,Transit,1,4.46562910,0.00000110,-0.00000110,0,0.055800,0.000600,-0.000600,0,,,,,89.050,0.590,-0.590,0,0.62700,0.03800,-0.03900,0,Mass,1.335,0.032,-0.022,0,0.32900,0.02300,-0.02800,0,0,0,0,0,13h35m01.95s,203.758114,-17d30m12.5s,-17.503464,330.00,50.00,-50.00,0,11.800,,0,,V (Johnson),11.695,,0,6070.00,53.00,-53.00,0,0,1.16,0.04,-0.04,0,0,1.10,0.02,-0.02,0,0,2016-02-25,,,,,2456416.715650,0.000130,-0.000130,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016MNRAS.457.4205S target=ref>Southworth et al. 2016</a>
3489,WASP-56,b,Transit,1,4.61710100,0.00000400,-0.00000200,0,0.054580,0.000410,-0.000410,0,0.000000,,,0,88.500,0.100,-0.200,0,0.57100,0.03400,-0.03500,0,Mass,1.092,0.035,-0.033,0,0.58300,0.06400,-0.06100,0,0,0,0,0,12h13m27.91s,183.366285,+23d03m20.5s,23.055698,255.00,40.00,-40.00,0,11.484,0.115,0,,V (Johnson),,,,5600.00,100.00,-100.00,0,0,1.02,0.02,-0.02,0,0,1.11,0.03,-0.02,0,0,2014-05-14,0.1484000,0.0025000,-0.0025000,0,2455730.799000,0.001000,-0.001000,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...551A..73F target=ref> Faedi et al. 2013 </a>
3490,WASP-57,b,Transit,1,2.83891856,0.00000081,-0.00000081,0,0.037690,0.000970,-0.000970,0,,,,,86.050,0.280,-0.280,0,0.64400,0.06200,-0.06200,0,Mass,1.050,0.053,-0.053,0,0.69300,0.09600,-0.09600,0,0,0,0,0,14h55m16.82s,223.820104,-02d03m27.6s,-2.057665,455.00,80.00,-80.00,0,13.040,0.250,0,,V (Johnson),,,,5600.00,100.00,-100.00,0,0,0.89,0.07,-0.07,0,0,0.93,0.03,-0.03,0,0,2015-10-15,,,,,2456058.549100,0.000160,-0.000160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.454.3094S target=ref>Southworth et al. 2015</a>
3491,WASP-58,b,Transit,1,5.01718000,0.00001100,-0.00001100,0,0.056100,0.002000,-0.002000,0,0.000000,,,0,87.400,1.500,-1.500,0,0.89000,0.07000,-0.07000,0,Mass,1.370,0.200,-0.200,0,0.45000,0.19000,-0.19000,0,0,0,0,0,18h18m48.26s,274.701064,+45d10m19.3s,45.172016,300.00,50.00,-50.00,0,11.660,,0,,V (Johnson),,,,5800.00,150.00,-150.00,0,0,0.94,0.10,-0.10,0,0,1.17,0.13,-0.13,0,0,2014-05-14,0.1582000,0.0043000,-0.0043000,0,2455183.933500,0.001000,-0.001000,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A.134H target=ref> Hebrard et al. 2013 </a>
3492,WASP-59,b,Transit,1,7.91958500,0.00001000,-0.00001000,0,0.069700,0.001100,-0.001100,0,0.100000,0.042000,-0.042000,0,89.270,0.520,-0.520,0,0.86300,0.04500,-0.04500,0,Mass,0.775,0.068,-0.068,0,2.40000,0.70000,-0.70000,0,0,0,0,0,23h18m29.55s,349.623126,+24d53m21.4s,24.889290,125.00,25.00,-25.00,0,13.000,,0,,V (Johnson),,,,4650.00,150.00,-150.00,0,0,0.72,0.04,-0.04,0,0,0.61,0.04,-0.04,0,0,2014-05-14,0.1020000,0.0020000,-0.0020000,0,2455830.955590,0.000530,-0.000530,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A.134H target=ref> Hebrard et al. 2013 </a>
3493,WASP-6,b,Transit,1,3.36100208,0.00000031,-0.00000031,0,0.041400,0.001000,-0.001000,0,0.054000,0.018000,-0.015000,0,88.380,0.310,-0.310,0,0.48500,0.02700,-0.02700,0,Mass,1.230,0.035,-0.035,0,0.32500,0.05900,-0.05900,0,0,0,0,0,23h12m37.74s,348.157246,-22d40m26.2s,-22.673937,,,,,11.900,,0,,V (Johnson),,,,5375.00,65.00,-65.00,0,0,0.84,0.06,-0.06,0,0,0.86,0.02,-0.02,0,0,2015-04-16,,,,,2454425.021800,0.000110,-0.000110,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015MNRAS.450.1760T target=ref>Tregloan-Reed et al. 2015</a>
3494,WASP-60,b,Transit,1,4.30500110,0.00000620,-0.00000620,0,0.053100,0.000600,-0.000600,0,0.000000,,,0,87.900,1.600,-1.600,0,0.51400,0.03400,-0.03400,0,Mass,0.860,0.120,-0.120,0,1.10000,0.40000,-0.40000,0,0,0,0,0,23h46m39.98s,356.666564,+31d09m21.4s,31.155935,400.00,60.00,-60.00,0,12.180,,0,,V (Johnson),,,,5900.00,100.00,-100.00,0,0,1.08,0.04,-0.04,0,0,1.14,0.13,-0.13,0,0,2014-05-14,0.1390000,0.0050000,-0.0050000,0,2455747.029500,0.002200,-0.002200,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...549A.134H target=ref> Hebrard et al. 2013 </a>
3495,WASP-61,b,Transit,1,3.85590000,0.00000300,-0.00000300,0,0.051400,0.000900,-0.000900,0,0.260000,,,1,89.350,0.450,-0.660,0,2.06000,0.17000,-0.17000,0,Mass,1.240,0.030,-0.030,0,1.42300,0.12000,-0.12000,0,0,0,0,0,05h01m11.92s,75.299663,-26d03m14.9s,-26.054144,480.00,65.00,-65.00,0,12.500,,0,,V (Johnson),11.997,,0,6320.00,140.00,,0,,1.22,0.07,,0,,1.36,0.03,,0,,2014-05-14,0.1642000,0.0006000,-0.0006000,0,2455859.528250,0.000230,-0.000230,0,<a href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>
3496,WASP-62,b,Transit,1,4.41195300,0.00000300,-0.00000300,0,0.056700,0.000700,-0.000700,0,0.210000,,,1,88.300,0.900,-0.600,0,0.57000,0.04000,-0.04000,0,Mass,1.390,0.060,-0.060,0,0.27900,0.04000,-0.04000,0,0,0,0,0,05h48m33.59s,87.139961,-63d59m18.4s,-63.988434,160.00,30.00,-30.00,0,10.300,,0,,V (Johnson),10.040,,0,6280.00,80.00,,0,,1.25,0.05,,0,,1.28,0.05,,0,,2014-05-14,0.1588000,0.0014000,-0.0014000,0,2455855.391950,0.000270,-0.000270,0,<a href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>
3497,WASP-63,b,Transit,1,4.37809000,0.00000600,-0.00000600,0,0.057400,0.000700,-0.000700,0,0.220000,,,1,87.800,1.300,-1.300,0,0.38000,0.03000,-0.03000,0,Mass,1.430,0.100,-0.060,0,0.17300,0.02700,-0.02700,0,0,0,0,0,06h17m20.74s,94.336431,-38d19m23.7s,-38.323257,330.00,50.00,-50.00,0,11.200,,0,,V (Johnson),10.860,,0,5570.00,90.00,,0,,1.32,0.05,,0,,1.88,0.10,,0,,2014-05-14,0.2225000,0.0017000,-0.0017000,0,2455921.652700,0.000500,-0.000500,0,<a href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>
3498,WASP-64,b,Transit,1,1.57329180,0.00000150,-0.00000150,0,0.026480,0.000240,-0.000240,0,0.000000,,,0,86.570,0.800,-0.600,0,1.27100,0.06800,-0.06800,0,Mass,1.271,0.039,-0.039,0,0.82300,0.08500,-0.06900,0,0,0,0,0,06h44m27.61s,101.115041,-32d51m30.2s,-32.858402,350.00,90.00,-90.00,0,12.290,,0,,V (Johnson),,,,5400.00,100.00,-100.00,0,0,1.00,0.03,-0.03,0,0,1.06,0.03,-0.03,0,0,2014-05-14,0.0999900,0.0004600,-0.0004600,0,2455582.601690,0.000270,-0.000270,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...552A..82G target=ref> Gillon et al. 2013 </a>
3499,WASP-65,b,Transit,1,2.31142430,0.00000150,-0.00000150,0,0.033400,0.001600,-0.001700,0,0.000000,,,0,88.800,0.800,-0.700,0,1.55000,0.16000,-0.16000,0,Mass,1.112,0.059,-0.059,0,1.50000,0.09000,-0.11000,0,0,0,0,0,08h53m17.83s,133.324304,+08d31m22.9s,8.523038,310.00,50.00,-50.00,0,11.900,0.040,0,,V (Johnson),,,,5600.00,100.00,-100.00,0,0,0.93,0.14,-0.14,0,0,1.01,0.05,-0.05,0,0,2014-05-14,0.1139600,0.0004500,-0.0004500,0,2456110.687720,0.000150,-0.000150,0,<a href=http://adsabs.harvard.edu/abs/2013A%26A...559A..36G target=ref> Gomez et al. 2013 </a>
3500,WASP-66,b,Transit,1,4.08605200,0.00000700,-0.00000700,0,0.054600,0.000900,-0.000900,0,0.110000,,,1,85.900,0.900,-0.900,0,2.32000,0.13000,-0.13000,0,Mass,1.390,0.090,-0.090,0,1.14400,0.22600,-0.17300,0,0,0,0,0,10h32m53.99s,158.224966,-34d59m23.4s,-34.989845,380.00,100.00,-100.00,0,11.600,,0,,V (Johnson),11.542,,0,6580.00,170.00,,0,,1.30,0.07,,0,,1.75,0.09,,0,,2014-05-14,0.1876000,0.0017000,-0.0017000,0,2455929.096150,0.000350,-0.000350,0,<a href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>
3501,WASP-67,b,Transit,1,4.61442000,0.00001000,-0.00001000,0,0.051700,0.000800,-0.000800,0,0.200000,,,1,85.800,0.300,-0.400,0,0.42000,0.04000,-0.04000,0,Mass,1.400,0.300,-0.200,0,0.21300,0.10600,-0.10600,0,0,0,0,0,19h42m58.52s,295.743840,-19d56m58.5s,-19.949596,225.00,45.00,-45.00,0,12.500,,0,,V (Johnson),11.811,,0,5240.00,10.00,,0,,0.87,0.04,,0,,0.87,0.04,,0,,2014-05-14,0.0790000,0.0010000,-0.0010000,0,2455824.374200,0.000200,-0.000200,0,<a href=http://adsabs.harvard.edu/abs/2012MNRAS.426..739H target=ref> Hellier et al. 2012 </a>
3502,WASP-68,b,Transit,1,5.08429800,0.00001500,-0.00001500,0,0.062060,0.000450,-0.000400,0,0.000000,,,0,88.100,1.300,-1.300,0,0.95000,0.03000,-0.03000,0,Mass,1.240,0.100,-0.060,0,0.66500,0.09300,-0.13300,0,0,0,0,0,20h20m22.99s,305.095785,-19d18m52.8s,-19.314680,,,,,10.700,,0,,V (Johnson),10.347,,0,5911.00,59.00,-60.00,0,0,1.24,0.03,-0.03,0,0,1.69,0.11,-0.06,0,0,2014-05-14,0.2140000,0.0030000,-0.0020000,0,2456064.863560,0.000600,-0.000610,0,<a href=http://adsabs.harvard.edu/abs/2014A%26A...563A.143D target=ref> Delrez et al. 2014 </a>
